['sh', 'sh600093', '2013-04-22', '5.75', '6.19', '5.72', '6.1', '11107855.0', '66726198.0', 0.34999999999999964]
['sh', 'sh600093', '2014-12-15', '10.5', '11.49', '10.48', '11.19', '29239590.0', '319493857.0', 0.6899999999999995]
['sh', 'sh600094', '2013-12-04', '5.22', '5.73', '5.2', '5.73', '23962520.0', '134801604.0', 0.5100000000000007]
['sh', 'sh600094', '2014-03-11', '4.62', '5.14', '4.62', '5.14', '11960617.0', '59440974.0', 0.5199999999999996]
['sh', 'sh600095', '2013-03-12', '5.8', '6.25', '5.79', '6.13', '48735091.0', '299068514.0', 0.33000000000000007]
['sh', 'sh600095', '2014-09-23', '6.6', '7.29', '6.57', '7.15', '34532876.0', '246246384.0', 0.5500000000000007]
['sh', 'sh600096', '2013-03-19', '12.15', '12.84', '12.1', '12.75', '10032427.0', '125232154.0', 0.5999999999999996]
['sh', 'sh600096', '2014-12-19', '10.26', '11.31', '10.2', '11.31', '60381602.0', '656939089.0', 1.0500000000000007]
['sh', 'sh600097', '2013-04-08', '12.75', '13.75', '12.75', '13.72', '5589797.0', '74711331.0', 0.9700000000000006]
['sh', 'sh600097', '2014-10-16', '13.02', '14.5', '12.99', '14.11', '9035669.0', '126321719.0', 1.0899999999999999]
['sh', 'sh600098', '2013-09-10', '5.23', '5.75', '5.22', '5.75', '58898466.0', '330372778.0', 0.5199999999999996]
['sh', 'sh600098', '2014-12-17', '8.5', '9.42', '8.39', '9.29', '58707247.0', '523445130.0', 0.7899999999999991]
['sh', 'sh600099', '2013-05-09', '5.64', '6.01', '5.64', '5.99', '10048580.0', '59137997.0', 0.35000000000000053]
['sh', 'sh600099', '2014-11-24', '9.59', '10.35', '9.41', '10.35', '9109660.0', '92274884.0', 0.7599999999999998]
['sh', 'sh600100', '2013-12-27', '9.45', '10.17', '9.45', '10.08', '63610360.0', '633966435.0', 0.6300000000000008]
['sh', 'sh600100', '2014-12-12', '12.91', '13.94', '12.89', '13.77', '148391588.0', '2007637168.0', 0.8599999999999994]
['sh', 'sh600101', '2013-10-30', '8.55', '9.41', '8.5', '9.41', '34169010.0', '319230889.0', 0.8599999999999994]
['sh', 'sh600101', '2014-12-11', '9.45', '9.86', '9.39', '9.84', '14460292.0', '139785456.0', 0.39000000000000057]
['sh', 'sh600103', '2013-10-14', '2.65', '3.04', '2.62', '3.0', '85930092.0', '248738039.0', 0.3500000000000001]
['sh', 'sh600103', '2014-10-09', '3.43', '3.76', '3.43', '3.69', '58567296.0', '215633205.0', 0.2599999999999998]
['sh', 'sh600104', '2013-02-08', '17.46', '18.88', '17.43', '18.46', '66364496.0', '1204639696.0', 1.0]
['sh', 'sh600104', '2014-12-10', '21.93', '23.02', '21.92', '22.99', '67544529.0', '1517430622.0', 1.0599999999999987]
['sh', 'sh600105', '2013-03-07', '5.7', '6.27', '5.69', '6.23', '35652461.0', '218387611.0', 0.5300000000000002]
['sh', 'sh600105', '2014-01-10', '7.11', '7.85', '7.02', '7.85', '20397850.0', '157233878.0', 0.7399999999999993]
['sh', 'sh600106', '2013-09-12', '3.7', '3.95', '3.66', '3.9', '41763605.0', '160126887.0', 0.19999999999999973]
['sh', 'sh600106', '2014-11-26', '4.78', '5.26', '4.73', '5.26', '82887856.0', '424398520.0', 0.47999999999999954]
['sh', 'sh600107', '2013-08-08', '6.62', '7.36', '6.6', '7.15', '29072698.0', '202490569.0', 0.5300000000000002]
['sh', 'sh600107', '2014-12-04', '8.53', '9.27', '8.41', '9.19', '48447384.0', '428213929.0', 0.6600000000000001]
['sh', 'sh600108', '2013-10-09', '9.4', '10.53', '9.36', '10.53', '190093136.0', '1909802371.0', 1.129999999999999]
['sh', 'sh600108', '2014-08-19', '6.55', '7.21', '6.49', '7.21', '235543674.0', '1652306650.0', 0.6600000000000001]
['sh', 'sh600109', '2013-01-14', '16.54', '18.25', '16.54', '18.25', '51043765.0', '907030036.0', 1.7100000000000009]
['sh', 'sh600109', '2014-02-17', '24.39', '26.77', '24.39', '26.77', '42723618.0', '1110899505.0', 2.379999999999999]
['sh', 'sh600110', '2013-04-09', '5.51', '6.09', '5.5', '6.09', '88174775.0', '524776346.0', 0.5800000000000001]
['sh', 'sh600110', '2014-09-18', '6.39', '7.02', '6.35', '7.02', '79189444.0', '546482595.0', 0.6299999999999999]
['sh', 'sh600111', '2013-03-25', '29.5', '31.98', '29.5', '31.68', '73100846.0', '2258044335.0', 2.1799999999999997]
['sh', 'sh600111', '2014-12-03', '22.94', '25.22', '22.76', '25.0', '215969666.0', '5263052729.0', 2.0599999999999987]
['sh', 'sh600112', '2013-11-11', '14.21', '15.1', '14.2', '15.09', '9951947.0', '146357924.0', 0.879999999999999]
['sh', 'sh600112', '2014-04-08', '13.06', '13.94', '12.93', '13.91', '14840990.0', '201846922.0', 0.8499999999999996]
['sh', 'sh600113', '2013-01-23', '9.35', '10.51', '9.2', '10.51', '44620634.0', '442857610.0', 1.1600000000000001]
['sh', 'sh600113', '2014-12-25', '11.66', '12.19', '11.49', '12.19', '24303566.0', '291141175.0', 0.5299999999999994]
['sh', 'sh600114', '2013-08-07', '12.43', '13.93', '12.42', '13.64', '18420767.0', '246562213.0', 1.2100000000000009]
['sh', 'sh600114', '2014-01-07', '14.72', '16.18', '14.6', '16.01', '7184551.0', '110693082.0', 1.290000000000001]
['sh', 'sh600115', '2013-09-10', '2.99', '3.34', '2.95', '3.34', '135125504.0', '440389262.0', 0.34999999999999964]
['sh', 'sh600115', '2014-12-01', '5.3', '5.8', '5.27', '5.8', '308995348.0', '1737333466.0', 0.5]
['sh', 'sh600116', '2013-01-18', '12.39', '13.37', '12.27', '13.3', '28332965.0', '363776737.0', 0.9100000000000001]
['sh', 'sh600116', '2014-12-29', '14.1', '15.55', '13.85', '15.1', '33707767.0', '499308788.0', 1.0]
['sh', 'sh600117', '2013-01-14', '5.03', '5.5', '5.01', '5.38', '22844111.0', '120744843.0', 0.34999999999999964]
['sh', 'sh600117', '2014-12-11', '4.8', '5.34', '4.76', '5.34', '42712455.0', '218175009.0', 0.54]
['sh', 'sh600118', '2013-11-27', '19.03', '20.94', '18.73', '20.94', '85934416.0', '1706416928.0', 1.9100000000000001]
['sh', 'sh600118', '2014-12-15', '24.99', '28.38', '24.8', '28.38', '107395438.0', '2981357848.0', 3.3900000000000006]
['sh', 'sh600119', '2013-10-18', '20.6', '22.76', '20.5', '22.76', '14252602.0', '312671079.0', 2.16]
['sh', 'sh600119', '2014-01-15', '12.21', '14.92', '12.21', '14.91', '36998029.0', '480883654.0', 2.6999999999999993]
['sh', 'sh600120', '2013-03-26', '11.58', '12.86', '11.5', '12.86', '35280864.0', '432701489.0', 1.2799999999999994]
['sh', 'sh600120', '2014-12-31', '17.05', '18.72', '17.05', '18.72', '23118310.0', '419854422.0', 1.6699999999999982]
['sh', 'sh600121', '2013-10-17', '5.51', '6.07', '5.49', '6.05', '27887137.0', '165650320.0', 0.54]
['sh', 'sh600121', '2014-08-04', '4.73', '5.28', '4.71', '5.28', '73280428.0', '374563233.0', 0.5499999999999998]
